query_id,search_event_id,user_id,session_id,search_mode,merchant_id,merchant_name,impressed,clicked,booked,relevance_label,label_source
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJSa9fcfIudTERW2NFs6Jbxcg,Tiệm Rửa Xe Minh Đức,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJQasFZlQudTERUnY-pRaF33E,Rua Xe 63,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJKbcy81UudTERkpGdL9UcyRE,Wash & Oil - Trung Tâm Đầu Nhớt Và Rửa Xe Chuyên Nghiệp,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJx7Jetc4udTERaURpkyVmgdg,Tiệm Rửa Xe Dân Trí,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJM7P_4-wudTERQ9H4dubIkvs,Dịch Vụ Rửa Xe 140,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ8wSxnnIvdTER4tuq_TmGSO8,Tiệm Rửa Xe F1,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJGfU0Z-ovdTERc2ehGxgW5Os,Tiệm Sửa Xe Rửa Xe Máy 528,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJEfV43q4vdTERoRbWxB-ctVM,Rửa xe tự động JetX,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ6yzjcqAvdTERcvVFrDNFz_M,RỬA XE 148,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJM1rb4cMldTERJN3k_5HfeXk,Q7 Auto Center - Rửa xe - Chăm sóc ô tô - Phụ kiện ô tô,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJDbbGtm0vdTERVHUBjRDwqJ8,Trung Tâm Chăm Sóc Xe Minh Phát,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJE15xZR8pdTERjhHTMKfts8c,Trung tâm chăm sóc xe Phước Thắng,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJqyScx6gvdTERn7780zpzSEs,Rửa xe Trọng Hữu,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJXYD4TbsvdTERiUCTTjugBFw,Dịch Vụ Rửa Xe Ô Tô Quang Thiên,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJAxwRPmwvdTERJPonxNY8yCU,VinaWash Phú Nhuận,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJkSQ5sOsvdTERcNDqTNVgDCY,Rửa xe 79 Lý Thường Kiệt,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJnYEfIYcvdTERyn-385Cj0go,"Thanh An Autocare - Vỏ Lốp, Cứu Hộ Ô Tô Chăm Sóc Xe Quận 7",0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ6fxG6kIvdTER-Zg9XHB3_pw,Rửa Xe Bảo Long,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJA7wsYakvdTERbeVCCoCEQaU,Rửa xe A Bảy,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJpUp2VXAvdTER-hp9STrxCRM,Rửa Xe 116,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJxa8x3tEodTERlTMK1pUYjO4,Rửa Xe 192 - Phú Nhuận,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJHU8nWgAvdTERICXUCipASJs,Dịch vụ rửa xe cộng đồng Chung Cư Lò Gốm,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJe6mdgWYvdTERBPBrRWm4bRg,Rửa xe Khiêm Khải,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJm15DTZMudTERfdLD0CoKvkk,Tiệm Rửa Xe Tuấn,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJZaU-GN8odTERlgCuwcK_Qt4,Rửa Xe Bi,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJLUc60dYodTERVRhGesrzQM8,"Vòi rửa xe, máy bơm rửa xe",0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJz-Ha0L0udTERtKlii4wCgYY,Rửa Xe 427,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJL2T8BY4udTERc2PfFI1z8OI,Tiệm Rửa Xe 130B Xóm Đất,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJTaV9egApdTERWHqpwsaIPBA,Tèo rửa xe thay nhớt,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJm1O96dIudTERcD1jU6rlpNI,Tiệm Rửa Xe 67,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ8fZM-OwvdTER_f1tQEM9__I,Rửa xe Ô Tô - Xe Máy Kiết Lân,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJBe0M-o8udTERv_YNVumFqGw,2A Rửa xe Chuyên Nghiệp,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ1ZUpBBEpdTERVTiWZz1qDEM,DIAMOND DETAILING - Chăm sóc xe chuyên nghiệp Tân Bình,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJgwxC60spdTER3x4ANrltVxE,40 phan tây hồ,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJd1yMf7YvdTERJDoGEVtrQy0,RỬA XE CHĂM SÓC XE Ô TÔ CHUYÊN NGHIỆP - LUX AUTO DETAILING,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJV85ZmMwtdTERpyNN1B1pnN0,Bờm Auto - Thuê xe tự lái & rửa xe,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJk40j8kIudTERxtnQif0wKqg,Dịch Vụ Rửa Xe 16,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJOaLdHtUudTERUEZfCm_bDLs,Rửa Xe Tiến Đạt 2,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJwYnMSAAtdTERnVEwCXlMctE,Rửa xe máy - ô tô,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJcdWx_y8vdTERmWnQ3Z1fsHI,Rửa Xe 20,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJVRABlWgudTER_alEeJRJeOA,Phát Rửa Xe - Sửa Xe,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJdxjE8JMpdTERnAUyvPtxWuo,Car and motorcycle detailing,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJk3FpIa0vdTERpKPbusrwXtU,Rửa xe Bảo Đạt,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJQ2Sr_mQudTERND7syqFzzcA,TIỆM RỬA XE BÌNH TIÊN,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ4125gUwpdTERrnzAA-z9GJs,TIỆM RỬA XE THAY NHỚT 25,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJv0s95ZMudTER6sXb07AgUZg,Tiệm Rửa Xe Hòa,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJSUcHOncvdTERA8WKVaoaJLs,Rửa Xe 37,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ43d1wJ4vdTERu3jbn2HEmZ4,Rửa xe Dũng,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJnW6iKs4odTERV38FHz8ZxEs,Công Ty Cổ Phần Vietwash,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJIYuOTg4pdTERRp8sLayExvI,Máy Rửa Xe Cao Áp - Công Ty Sơn Tùng Lâm,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJM5mkDZgudTERa_PHXXgHoII,Rửa xe Hoàng Quân,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJb1SyKw8vdTERs2Yk2qoCtz8,Rửa xe Thành Trung,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJPQcH7HctdTERjGPXTmOGnFI,Green Wash Auto - Chăm sóc & Nâng cấp Oto,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ7RD6mUQpdTERda6cUV17nPc,Rửa xe máy,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJmWMY5WQpdTERo53lf4hICZA,Rửa xe ô tô tự động JetX - Xô Viết Nghệ Tĩnh,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJfV9rpNgtdTERuPdxlY4OJfU,Rửa Xe Bọt Tuyết - Thay Nhớt,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJJf-tgPktdTERnMlZk454dfQ,Tiệm rửa xe 7talon - CN01,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJu2tmmpspdTERCK-1gOJhBL4,Rửa xe Đình An,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJJ7nc98AodTER-eUOFyYSut0,RỬA XE MINH ĐỨC( MINH ĐỨC WASH),0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ9zaRTX4udTERBr7JULUfLd8,707 Zone - Rửa Xe 707,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJt4iAA9QpdTERYuimTqEKPUg,D superwash,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJeREh3fwpdTEREu1cZPxtdPc,"GodiCar Care Center - Spa Xe Oto, Xe Máy, Rửa Xe, Thay Nhớt, Dịch Vụ Trông Giữ Xe 24/24",0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJuTqPJXQpdTERyZA9HLklfaY,Rửa xe,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJX0Z3P5YvdTERE6aj5EboTX4,Rửa Xe Hoàng Thái 286/6,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ7UShNJwvdTER4KFEs3wRjA8,Rửa xe máy 79 Bọt tuyết Villa Hào,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJpxll1HMvdTERs9PaZvJhiSQ,Tiệm Rửa Xe T & T,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJcS_VSGIvdTERHwe7ppb-zVI,Rửa xe Nam,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ19PwuJ0udTERUBh9phz0coc,Rửa Xe Trung Bảo,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJl89HdFctdTERqKyEp2Nh9KA,Thiên Wash Super Car Q6,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJebUewawodTERkj5o7Llokso,Rửa xe Cô Vân,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ2fDrVDkpdTERT7jVOFeYn2Q,Rửa xe bubblesWash,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJFdc1fQAvdTERJrNhc4N_YrA,Rửa xe chuyên nghiệp NAOTA MUOI DO with T,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJzxq5an8udTER_donYV9xq2o,Tiệm Rửa Xe Chí Hoàng,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJBVGXtx4pdTERLe9VRcHr_Ao,Rửa xe hơi,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ2yMrw_8pdTER0DH_CbI0avI,Tiêm rửa xe phương thảo,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJa-KQDNYpdTERi9r--Kt8tik,Rửa xe 22,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJgQoKzTItdTERm747HBvuHis,Tiệm rửa xe thay nhớt dọn vệ sinh nội thất ôtô xe máy 287,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJvc8fqo0ldTERYst7zDyC8MQ,RỬA XE MINH NHỰT,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJFXXccH8pdTERiiAE5msivWA,Rửa xe oto xe máy Lê Sơn,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ_ePVDgApdTERic0nX2iwDUg,Rửa Xe 111,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJGcObtsEvdTERtjKymIh1lkI,Rửa Xe Đức,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJO8ghhXgudTER-_-GpmlNkdQ,Dịch Vụ Rửa Xe Thanh Sơn,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJhfQaIaopdTER2ELJYK5oEic,Rửa xe 54,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJoR3SkCwsdTER0lqlQ5kQF3c,Dịch Vụ Rửa Xe Mạnh Khang,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJocSD1MAodTERy3XameV2IcM,Rửa Xe Bi,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJC8RJnIwvdTER83b1UlHd4Xs,Rửa xe Vườn Lài,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJZTTHJQAtdTER30VeV0vaZtA,Rửa xe-thay nhớt Đức Minh,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJa0Ioe3kvdTERneUe8H-ItFc,Rửa xe bọt tuyết 34,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJA3oXRKAvdTERP0Cd8Ub6Jhk,RỬA XE TÂN AN HUY (SWS),0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJvczLLHMudTERpJO_6uVwAaw,Bãi Giữ Xe Ô Tô - Rửa Xe 2574 Bình An,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ_-SKGKoudTERHDEBvqz3CPU,Rửa Xe - Thay Nhớt Thuạn Lợi,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ0YbuMNYtdTERyPPybjYDyGQ,Tiệm Rửa Xe Gia Huy,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJLeRnKbUpdTERnp0hBlwn0es,TIỆM RỬA XE HỒNG PHÚC,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJK6JHgKsodTERm6UGeCKw7so,Rửa Xe - Thay Nhớt Tấn Phong,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJPYTJFgAtdTERRSbUlwIzepw,Rửa xe ong bắp cầy,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJL48FotcpdTEREQrDaq63f5Q,Nội thất ôtô Sài Thành,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJndqxqskrdTERUv8TK3yNMA0,Rửa xe Thương Đoàn,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJM_K8-IAvdTERWPZHJr-V6bM,Vietnam Car Care,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ-whsrHoldTERpgRPmx2F6OY,Bro Detailing,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJb5Uen0QldTERBdvoB9UKu_s,BTWO Detailing - Dịch vụ chăm sóc xe,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJp3zNbKItdTERosSqSZP7VAU,"Bãi Rửa Xe Máy, Xe Ô Tô Hoàng Vũ",0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJFff3FBMtdTERZbeRtTMhAvs,Rửa Xe Ô Tô - Xe Máy 24/24 Comeco,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJdT26-jUsdTERdPzNGSL0gjM,Trung Tâm Rửa - Giữ Xe Oto - Xe Máy 68,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJoT-HspgtdTERBcoGqMrCpq0,"Bãi Rửa Xe (xe máy,ôtô,xe tải)",0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ0ajBbwArdTERR-yB5ICf2Rw,RS Car Detail | Chăm sóc xe có tâm,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJF18FEjLXdDER2esvX8ZJRtg,VinaWash - Tân Phú,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJaWwZs_8rdTERZRVK4X5LewY,Trung Tâm Nâng Cấp & Phụ Kiện Ô Tô - VICARE AUTO,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ9xOW4RErdTERn0I4o_CR9J0,Tổng Kho Thiết Bị Rửa Xe Hồ Chí Minh - Miền Nam,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJg_HsuhsrdTERiEPArN9ppyk,Tư Vấn Mở Tiệm Rửa Xe Ô Tô Xe Máy TEARU,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJT53MetordTERYUcGsCKCEdw,GRAGE - RỬA XE HOÀNG BÁCH OIL DEPOT,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJgSi0jeArdTERVfVaVYFHD1I,Tiệm Rửa Xe 33,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJgTH9XeQrdTERgB-2deLVAZc,Rửa Xe Hà Anh,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJJaJF2-UrdTERHMb_1brVrU8,Gara Phú Thịnh Auto,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJT_0lGQArdTERaQb3NJy4Io8,Trung tâm chăm sóc rửa xe Anh Em,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJZcCZ49MrdTERqM8yPq0EMxs,Rửa xe 326,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJsUb44OErdTERLZRoEGZHttc,Rửa xe tự động Tiến Bộ,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJlyvZpuQrdTERgPYy_5tbByM,Tiệm Rửa Xe - Thay Nhớt Ô Tô,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJoSAZrJErdTERxuO2wsJ14fI,Tiệm rửa xe máy Phước,0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJuebhunwpdTER11Ktb4AyQSg,"Trung tâm chăm sóc, đồ chơi xe hơi Since 1985 Auto",0,0,0,0,not_shown_negative
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJTWkqpMArdTER-wxvgnjxLIo,Tiệm Rửa Xe Minh Thuần,0,0,0,0,not_shown_negative
