query_id,search_event_id,user_id,session_id,search_mode,merchant_id,merchant_name,impressed,clicked,booked,relevance_label,label_source,query_source,require_open_now,min_rating,radius_km,max_corridor_km,has_destination,rank_position,final_rank_score,distance_km,route_distance_proxy,detour_proxy,was_impressed,click_event_count,was_clicked,booking_event_count,was_booked,district_norm,latitude,longitude,rating,review_count_source,is_open_now_proxy,is_valid_geo,rating_score,review_volume_score,trust_score,open_score,service_richness_score,unclaimed_penalty,base_rank_score,service_exterior_wash,service_interior_cleaning,service_detailing,service_ceramic,service_ev_safe,service_fast_lane,service_car_supported,service_motorbike_supported,route_query_flag,nearby_query_flag,reciprocal_rank,top_3_flag,top_5_flag,high_rating_flag,open_and_high_rating_flag,require_open_now_missing,require_open_now_filled,min_rating_missing,min_rating_filled,radius_km_missing,radius_km_filled,max_corridor_km_missing,max_corridor_km_filled,latitude_missing,latitude_filled,longitude_missing,longitude_filled,rating_missing,rating_filled,review_count_source_missing,review_count_source_filled,is_open_now_proxy_missing,is_open_now_proxy_filled,rating_score_missing,rating_score_filled,review_volume_score_missing,review_volume_score_filled,trust_score_missing,trust_score_filled,open_score_missing,open_score_filled,service_richness_score_missing,service_richness_score_filled,unclaimed_penalty_missing,unclaimed_penalty_filled,base_rank_score_missing,base_rank_score_filled,rank_position_missing,rank_position_filled,final_rank_score_missing,final_rank_score_filled,distance_km_missing,distance_km_filled,route_distance_proxy_missing,route_distance_proxy_filled,detour_proxy_missing,detour_proxy_filled,reciprocal_rank_missing,reciprocal_rank_filled
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ92uFsuYudTERvyQu9b8g8Ws,Rửa Xe Hiếu,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 10,10.7642575,106.6703398,4.2,117,1.0,1,0.84,0.69204,0.662214,1.0,0.125,0.0,0.641598,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7642575,0,106.6703398,0,4.2,0,117,0,1.0,0,0.84,0,0.69204,0,0.662214,0,1.0,0,0.125,0,0.0,0,0.641598,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ9Vs22kovdTERow6znv_rO8k,Sửa - rửa xe HOÀNG THƯƠNG,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 10,10.771057,106.6681943,4.6,24,1.0,1,0.92,0.466933,0.623427,1.0,0.25,0.0,0.645889,1,0,0,0,0,0,0,1,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.771057,0,106.6681943,0,4.6,0,24,0,1.0,0,0.92,0,0.466933,0,0.623427,0,1.0,0,0.25,0,0.0,0,0.645889,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJLXbu5dIvdTER7g8ZL14rluM,Ánh Dương Detailing,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 8,10.737952,106.669702,4.8,110,1.0,1,0.96,0.683169,0.719109,1.0,0.375,0.0,0.728758,1,0,1,0,0,0,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.737952,0,106.669702,0,4.8,0,110,0,1.0,0,0.96,0,0.683169,0,0.719109,0,1.0,0,0.375,0,0.0,0,0.728758,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJh49VXwQvdTERteVbwQETYQM,Dịch Vụ Rửa Xe 109,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 1,10.7546813,106.6839194,5.0,14,1.0,1,1.0,0.392832,0.787491,1.0,0.25,-0.05,0.674013,1,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7546813,0,106.6839194,0,5.0,0,14,0,1.0,0,1.0,0,0.392832,0,0.787491,0,1.0,0,0.25,0,-0.05,0,0.674013,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ35wD6AIvdTERcdM5ZxvwoYA,Dịch Vụ Rửa Xe A Thuận,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 1,10.7563189,106.6785145,5.0,1,1.0,1,1.0,0.100549,0.685192,1.0,0.25,-0.05,0.613364,1,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7563189,0,106.6785145,0,5.0,0,1,0,1.0,0,1.0,0,0.100549,0,0.685192,0,1.0,0,0.25,0,-0.05,0,0.613364,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJv7ct6zMvdTERf-RfP3cNIyk,Rửa Xe 170,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 3,10.7855065,106.6925293,4.4,985,1.0,1,0.88,1.0,0.94,1.0,0.25,0.0,0.811,1,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7855065,0,106.6925293,0,4.4,0,985,0,1.0,0,0.88,0,1.0,0,0.94,0,1.0,0,0.25,0,0.0,0,0.811,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJ1YVX-igvdTERaJMz766nH6U,Tiệm Rửa Xe 39,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 3,10.7812051,106.6799996,4.0,106,1.0,1,0.8,0.677845,0.787246,1.0,0.25,0.0,0.718153,1,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7812051,0,106.6799996,0,4.0,0,106,0,1.0,0,0.8,0,0.677845,0,0.787246,0,1.0,0,0.25,0,0.0,0,0.718153,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJy7RnTAAvdTERuHa74kwoWG0,"Bãi Giữ Xe, Rửa Xe Ôtô 635 Nguyễn Trãi",0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 5,10.7536375,106.6650481,4.4,26,1.0,1,0.88,0.478097,0.607334,1.0,0.25,-0.05,0.585205,1,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7536375,0,106.6650481,0,4.4,0,26,0,1.0,0,0.88,0,0.478097,0,0.607334,0,1.0,0,0.25,0,-0.05,0,0.585205,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJMfw2TQAvdTER1SLfRI5lVQM,Rửa xe Ô tô - Xe máy 49 Thành Thái,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 10,10.7722698,106.6651081,4.6,14,1.0,1,0.92,0.392832,0.597491,1.0,0.375,-0.05,0.605513,1,0,0,0,0,0,1,1,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7722698,0,106.6651081,0,4.6,0,14,0,1.0,0,0.92,0,0.392832,0,0.597491,0,1.0,0,0.375,0,-0.05,0,0.605513,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJzw1c3nMvdTERQ-_es7qw718,RỬA XE CẦU NÂNG-THAY NHỚT HƯNG PHÁT 24h/7-CHĂM SÓC XE AUTO CAR,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 7,10.7453017,106.6971199,4.7,52,1.0,1,0.94,0.575934,0.671577,1.0,0.5,0.0,0.725006,1,0,1,0,0,1,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7453017,0,106.6971199,0,4.7,0,52,0,1.0,0,0.94,0,0.575934,0,0.671577,0,1.0,0,0.5,0,0.0,0,0.725006,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJBRwQhiEvdTER3nNM1IQr4AU,Rửa xe 100B,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 3,10.7716579,106.6805003,4.4,14,1.0,1,0.88,0.392832,0.727491,1.0,0.25,-0.05,0.635013,1,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7716579,0,106.6805003,0,4.4,0,14,0,1.0,0,0.88,0,0.392832,0,0.727491,0,1.0,0,0.25,0,-0.05,0,0.635013,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJcUA7eZcvdTERegYfkM6PQMg,"Rửa xe, Thay nhớt Trí 48",0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 8,10.7491494,106.6854838,3.7,27,1.0,1,0.74,0.483373,0.539181,1.0,0.375,0.0,0.6158,1,0,0,0,0,0,1,1,0,1,0.0,0,0,0,0,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7491494,0,106.6854838,0,3.7,0,27,0,1.0,0,0.74,0,0.483373,0,0.539181,0,1.0,0,0.375,0,0.0,0,0.6158,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJeUtNRwAvdTEReYPFG0EmXTA,Rửa xe oto xe máy SBS,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 3,10.7867158,106.691095,5.0,43,1.0,1,1.0,0.548938,0.842128,1.0,0.375,0.0,0.781404,1,0,0,0,0,0,1,1,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7867158,0,106.691095,0,5.0,0,43,0,1.0,0,1.0,0,0.548938,0,0.842128,0,1.0,0,0.375,0,0.0,0,0.781404,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJaS06HOMpdTERYF3alhmcRWg,2N Detailing Car,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 8,10.7359195,106.6784772,4.6,34,1.0,1,0.92,0.515742,0.64051,1.0,0.375,0.0,0.681017,1,0,1,0,0,0,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7359195,0,106.6784772,0,4.6,0,34,0,1.0,0,0.92,0,0.515742,0,0.64051,0,1.0,0,0.375,0,0.0,0,0.681017,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJZXS7KtkudTERR1DL-aT9xH8,Rửa xe Kỳ Hòa,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 3,10.7747747,106.6726302,3.7,83,1.0,1,0.74,0.642738,0.744958,1.0,0.25,-0.05,0.641368,1,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7747747,0,106.6726302,0,3.7,0,83,0,1.0,0,0.74,0,0.642738,0,0.744958,0,1.0,0,0.25,0,-0.05,0,0.641368,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJB4-7VVcvdTERFGf8fzD2VKk,Rửa Xe Mai Tuấn,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,phu nhuan,10.74072,106.680386,4.8,6,1.0,1,0.96,0.282275,0.578796,1.0,0.25,0.0,0.620572,1,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.74072,0,106.680386,0,4.8,0,6,0,1.0,0,0.96,0,0.282275,0,0.578796,0,1.0,0,0.25,0,0.0,0,0.620572,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJV2CDWUsvdTERoCmtcUrUmaE,AUTOLINK VN Car Care Center,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 7,10.7475777,106.7045788,5.0,98,1.0,1,1.0,0.666572,0.7333,1.0,0.375,0.0,0.738314,1,0,1,0,0,0,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7475777,0,106.7045788,0,5.0,0,98,0,1.0,0,1.0,0,0.666572,0,0.7333,0,1.0,0,0.375,0,0.0,0,0.738314,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJN7tXj9ovdTERaHPUt88VtVs,Rửa xe Phong Phú,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 8,10.744138,106.685134,4.2,26,1.0,1,0.84,0.478097,0.587334,1.0,0.125,0.0,0.597205,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,1.0,0,4.0,0,2.5,1,3.0,0,10.744138,0,106.685134,0,4.2,0,26,0,1.0,0,0.84,0,0.478097,0,0.587334,0,1.0,0,0.125,0,0.0,0,0.597205,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJSa9fcfIudTERW2NFs6Jbxcg,Tiệm Rửa Xe Minh Đức,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 11,10.7583391,106.6568589,4.8,6,1.0,1,0.96,0.282275,0.578796,1.0,0.25,-0.05,0.570572,1,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7583391,0,106.6568589,0,4.8,0,6,0,1.0,0,0.96,0,0.282275,0,0.578796,0,1.0,0,0.25,0,-0.05,0,0.570572,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJQasFZlQudTERUnY-pRaF33E,Rua Xe 63,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 8,10.742711,106.672642,4.6,22,1.0,1,0.92,0.454838,0.619193,1.0,0.125,-0.05,0.568379,1,0,0,0,0,0,0,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.742711,0,106.672642,0,4.6,0,22,0,1.0,0,0.92,0,0.454838,0,0.619193,0,1.0,0,0.125,0,-0.05,0,0.568379,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJKbcy81UudTERkpGdL9UcyRE,Wash & Oil - Trung Tâm Đầu Nhớt Và Rửa Xe Chuyên Nghiệp,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 8,10.7468444,106.6711522,5.0,1,1.0,1,1.0,0.100549,0.535192,1.0,0.125,-0.05,0.520864,1,0,0,0,0,0,0,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7468444,0,106.6711522,0,5.0,0,1,0,1.0,0,1.0,0,0.100549,0,0.535192,0,1.0,0,0.125,0,-0.05,0,0.520864,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
nearby_q_001,search_evt_0001,user_001,session_001_01,nearby,ChIJx7Jetc4udTERaURpkyVmgdg,Tiệm Rửa Xe Dân Trí,0,0,0,0,not_shown_negative,synthetic_nearby_seeded,1.0,4.0,2.5,,0,,,,,,False,,False,,False,quan 1,10.7846445,106.6586745,4.9,15,1.0,1,0.98,0.402194,0.780768,1.0,0.25,-0.05,0.669455,1,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,0,1.0,0,4.0,0,2.5,1,3.0,0,10.7846445,0,106.6586745,0,4.9,0,15,0,1.0,0,0.98,0,0.402194,0,0.780768,0,1.0,0,0.25,0,-0.05,0,0.669455,1,999.0,1,0.0,1,6.25,1,5.0,1,0.0,0,0.0
