district,merchant_name,merchant_type,merchant_type_id,merchant_type_ids,merchant_types,address,phone,website,latitude,longitude,rating,review_count_source,price,open_state,hours,friday_hours,merchant_id,provider_id,data_id,data_cid,unclaimed_listing,service_options_on_site,normalized_merchant_name,normalized_address,is_duplicate_merchant_id,is_duplicate_name_address,is_duplicate_any
quan 1,Tiệm Rửa Xe Dân Trí,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"43 Dân Trí, Phường 6, Tân Bình, Hồ Chí Minh, Việt Nam",,,10.7846445,106.6586745,4.9,15,,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,06:00–18:00,ChIJx7Jetc4udTERaURpkyVmgdg,/g/11c1t51kj4,0x31752eceb55eb2c7:0xd881662593694469,15600862895761081449,True,,tiem rua xe dan tri,43 dan tri phuong 6 tan binh ho chi minh viet nam,False,False,False
quan 1,Dịch Vụ Rửa Xe 109,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"Chung cư, 109 Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh 700000, Việt Nam",,,10.7546813,106.6839194,5.0,14,,Đang mở cửa,Đang mở cửa,,ChIJh49VXwQvdTERteVbwQETYQM,/g/11g9jgxm56,0x31752f045f558f87:0x3611301c15be5b5,243496753114637749,True,,dich vu rua xe 109,chung cu 109 cao at phuong 1 quan 5 ho chi minh 700000 viet nam,False,False,False
quan 1,Tiệm Rửa Xe F1,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"7 Đ. Vĩnh Hội, Phường 3, Quận 4, Hồ Chí Minh, Việt Nam",+84 987 164 824,,10.7561315,106.7017288,5.0,1,,Đang mở cửa · Đóng cửa vào 19:00,Đang mở cửa · Đóng cửa vào 19:00,08:00–19:00,ChIJ8wSxnnIvdTER4tuq_TmGSO8,/g/11y3mg1mr,0x31752f729eb104f3:0xef488639fdaadbe2,17242178757015034850,False,,tiem rua xe f1,7 vinh hoi phuong 3 quan 4 ho chi minh viet nam,False,False,False
quan 1,Rửa xe tự động JetX,Trạm rửa xe hơi tự phục vụ,self_service_car_wash,"self_service_car_wash, car_wash","Trạm rửa xe hơi tự phục vụ, Bãi rửa xe ô tô","22 Trần Cao Vân, Đa Kao, Quận 1, Hồ Chí Minh 70000, Việt Nam",+84 28 7306 0886,http://jetx.vn/,10.7842565,106.6970667,3.9,25,,Mở cả ngày,Mở cả ngày,Mở cửa cả ngày,ChIJEfV43q4vdTERoRbWxB-ctVM,/g/11xv7psd0d,0x31752faede78f511:0x53b59c1fc4d616a1,6031898936192931489,False,,rua xe tu ong jetx,22 tran cao van a kao quan 1 ho chi minh 70000 viet nam,False,False,False
quan 1,Cầu Nâng 1 Trụ Rửa Xe Ô Tô TAGORE,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"23 Đường Tân Thới Nhất 8, Tân Thới Nhất, Quận 12, Hồ Chí Minh 700000, Việt Nam",+84 981 794 562,https://tearu.vn/cau-nang-rua-xe-oto/,10.8269465,106.6090929,3.5,8,,Đang mở cửa · Đóng cửa vào 21:00,Đang mở cửa · Đóng cửa vào 21:00,08:00–21:00,ChIJuc2eU-8rdTERRAGZtIvziVo,/g/11sxznkfjj,0x31752bef539ecdb9:0x5a89f38bb4990144,6524013316578804036,False,,cau nang 1 tru rua xe o to tagore,23 uong tan thoi nhat 8 tan thoi nhat quan 12 ho chi minh 700000 viet nam,False,False,False
quan 1,VinaWash quận 9,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"77 Đ. Đỗ Xuân Hợp, Phước Long B, Thủ Đức, Hồ Chí Minh, Việt Nam",+84 988 579 068,https://vinawash.vn/,10.8319576,106.7675986,4.7,123,,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,07:00–18:00,ChIJ4TQNDSgndTERorwB5PIlsgg,/g/11p9szjt54,0x317527280d0d34e1:0x8b225f2e401bca2,626605023295552674,False,,vinawash quan 9,77 o xuan hop phuoc long b thu uc ho chi minh viet nam,False,False,False
quan 1,"Rửa xe - vá vỏ , Chăm sóc xe , Đồ chơi xe oto - QUANG SƠN AUTO",Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"1687A QL1A, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, Việt Nam",+84 969 673 731,,10.8605412,106.6471101,4.7,15,,Mở cả ngày,Mở cả ngày,Mở cửa cả ngày,ChIJB5zBwLcpdTERT-kp8vHnews,/g/11kk7d3vgd,0x317529b7c0c19c07:0xb7be7f1f229e94f,827509982888585551,False,,rua xe va vo cham soc xe o choi xe oto quang son auto,1687a ql1a tan thoi hiep quan 12 ho chi minh viet nam,False,False,False
quan 1,Dịch Vụ Rửa Xe 16,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"16 Đ. Số 1, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam",+84 909 389 245,,10.7350634,106.6545224,4.5,2,,Đang mở cửa,Đang mở cửa,,ChIJk40j8kIudTERxtnQif0wKqg,/g/1hc1dsz_r,0x31752e42f2238d93:0xa82a30fd89d0d9c6,12117551612890765766,True,,dich vu rua xe 16,16 so 1 phuong 6 quan 8 ho chi minh viet nam,False,False,False
quan 1,Rửa Xe 192 - Phú Nhuận,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"82 Cù Lao, Phường 2, Phú Nhuận, Hồ Chí Minh 700000, Việt Nam",+84 28 3843 6145,,10.7967599,106.6878546,3.8,127,,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,06:00–18:00,ChIJxa8x3tEodTERlTMK1pUYjO4,/g/11cs32cqj4,0x317528d1de31afc5:0xee8c1895d60a3395,17189140909586527125,False,,rua xe 192 phu nhuan,82 cu lao phuong 2 phu nhuan ho chi minh 700000 viet nam,False,False,False
quan 1,Tiệm Rửa Xe T & T,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"42 Tôn Thất Thuyết, Phường 15, Quận 4, Hồ Chí Minh, Việt Nam",+84 987 171 517,,10.7534251,106.7055233,3.5,2,,Đang mở cửa · Đóng cửa vào 17:00,Đang mở cửa · Đóng cửa vào 17:00,07:00–17:00,ChIJpxll1HMvdTERs9PaZvJhiSQ,/g/11c57d3p31,0x31752f73d46519a7:0x248961f266dad3b3,2632743150910362547,True,,tiem rua xe t t,42 ton that thuyet phuong 15 quan 4 ho chi minh viet nam,False,False,False
quan 1,Rửa Xe Huy Hoàng,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"150 Trần Phú, Phường 4, Quận 5, Hồ Chí Minh, Việt Nam",+84 908 299 265,,10.7605053,106.6768986,3.2,29,,Mở cả ngày,Mở cả ngày,Mở cửa cả ngày,ChIJCTQOeB0vdTERFoN_cRNv9QA,/g/11f38wkmpg,0x31752f1d780e3409:0xf56f13717f8316,69083498593354518,False,,rua xe huy hoang,150 tran phu phuong 4 quan 5 ho chi minh viet nam,False,False,False
quan 1,Rửa Xe H & D,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"hẻm 324 Tôn Thất Thuyết, Phường 1, Quận 4, Hồ Chí Minh, Việt Nam",,,10.7542324,106.6914323,2.3,3,,,,,ChIJj7geVg4vdTERJ-IfP5JPp2I,/g/11hm46d9z4,0x31752f0e561eb88f:0x62a74f923f1fe227,7108738026370490919,True,,rua xe h d,hem 324 ton that thuyet phuong 1 quan 4 ho chi minh viet nam,False,False,False
quan 1,"Bãi Rửa Xe Máy, Xe Ô Tô Hoàng Vũ",Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"417 Đ. Số 1, Bình Trị Đông B, Bình Tân, Hồ Chí Minh 700000, Việt Nam",+84 909 408 086,https://www.thuexehoangvu.com/dich-vu-rua-xe,10.7465455,106.6084184,4.4,73,,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,07:00–18:00,ChIJp3zNbKItdTERosSqSZP7VAU,/g/11h48x7gyp,0x31752da26ccd7ca7:0x554fb9349aac4a2,384208478248027298,False,,bai rua xe may xe o to hoang vu,417 so 1 binh tri ong b binh tan ho chi minh 700000 viet nam,False,False,False
quan 1,Dịch Vụ Rửa Xe AP,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"04 Đ. Tam Bình, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh, Việt Nam",+84 933 563 365,,10.8455432,106.7287131,4.4,33,,Đang mở cửa · Đóng cửa vào 20:00,Đang mở cửa · Đóng cửa vào 20:00,07:00–20:00,ChIJswjn2JsndTERMXGhwEbTuXc,/g/11jzr851r9,0x3175279bd8e708b3:0x77b9d346c0a17131,8627158862037872945,False,,dich vu rua xe ap,04 tam binh hiep binh chanh thu uc ho chi minh viet nam,False,False,False
quan 1,Rửa xe Hiệp Toàn,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"423 Mã Lò, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam",+84 933 626 641,,10.7790375,106.6001869,4.4,86,,Đang mở cửa · Đóng cửa vào 19:00,Đang mở cửa · Đóng cửa vào 19:00,07:00–19:00,ChIJE_yWQ6MudTERPyxFeTTaMm0,/g/11f4psgdb3,0x31752ea34396fc13:0x6d32da3479452c3f,7868591417877408831,False,,rua xe hiep toan,423 ma lo binh hung hoa a binh tan ho chi minh viet nam,False,False,False
quan 1,Bãi Rửa Xe Và Gửi Xe Ô Tô Bờm Parking&Care,Bãi rửa xe ô tô,car_wash,"car_wash, car_rental_agency","Bãi rửa xe ô tô, Đại lý cho thuê xe ô tô","79 Đ. Thạnh Xuân 21, Thạnh Xuân, Quận 12, Hồ Chí Minh 70000, Việt Nam",+84 921 396 789,http://bomauto.vn/,10.8660938,106.6717738,4.8,110,,Đang mở cửa · Đóng cửa vào 23:00,Đang mở cửa · Đóng cửa vào 23:00,06:00–23:00,ChIJqYwHGqApdTERH3CTi762jjk,/g/11sz9pp8s3,0x317529a01a078ca9:0x398eb6be8b93701f,4147453236356542495,False,,bai rua xe va gui xe o to bom parking care,79 thanh xuan 21 thanh xuan quan 12 ho chi minh 70000 viet nam,False,False,False
quan 1,Dịch Vụ Rửa Xe Thanh Sơn,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"2-4 Đ. Số 26, Phường 11, Quận 6, Hồ Chí Minh, Việt Nam",+84 949 404 040,,10.7419513,106.6295832,3.5,34,,Mở cả ngày,Mở cả ngày,Mở cửa cả ngày,ChIJO8ghhXgudTER-_-GpmlNkdQ,/g/11c6w051t5,0x31752e788521c83b:0xd4914d69a686fffb,15317108923824537595,True,,dich vu rua xe thanh son,2 4 so 26 phuong 11 quan 6 ho chi minh viet nam,False,False,False
quan 1,Bãi giữ xe ô tô,Bãi đỗ xe,parking_lot,parking_lot,Bãi đỗ xe,"235 Nguyễn Văn Cừ, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam",,,10.7635086,106.6826589,4.1,52,,Mở cả ngày,Mở cả ngày,Mở cửa cả ngày,ChIJwTqf3HsvdTERZpjC1f9bJqc,/g/11jht84ldr,0x31752f7bdc9f3ac1:0xa7265bffd5c29866,12044415407810058342,False,,bai giu xe o to,235 nguyen van cu phuong cau ong lanh quan 1 thanh pho ho chi minh 70000 viet nam,False,False,False
quan 1,Tư Vấn Mở Tiệm Rửa Xe Ô Tô Xe Máy TEARU,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"16 Đường Tân Thới Nhất 8, Tân Thới Nhất, Quận 12, Hồ Chí Minh 70000, Việt Nam",+84 888 833 868,https://tearu.vn/kinh-nghiem-mo-tiem-rua-xe-o-to/,10.8271713,106.6097321,4.5,8,,Đang mở cửa · Đóng cửa vào 21:30,Đang mở cửa · Đóng cửa vào 21:30,08:00–21:30,ChIJg_HsuhsrdTERiEPArN9ppyk,/g/11q8_jmjxl,0x31752b1bbaecf183:0x29a769dfacc04388,3001484086062629768,False,,tu van mo tiem rua xe o to xe may tearu,16 uong tan thoi nhat 8 tan thoi nhat quan 12 ho chi minh 70000 viet nam,False,False,False
quan 1,VinaWash - Tân Phú,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"87 Tân Thắng, Sơn Kỳ, Tân Phú, Hồ Chí Minh, Việt Nam",+84 988 579 068,https://vinawash.vn/dich-vu/rua-xe,10.8034162,106.6229133,4.7,350,,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,07:00–18:00,ChIJF18FEjLXdDER2esvX8ZJRtg,/g/11j3s8wscm,0x3174d73212055f17:0xd84649c65f2febd9,15584224676911508441,False,,vinawash tan phu,87 tan thang son ky tan phu ho chi minh viet nam,False,False,False
quan 1,Tiệm Rửa Xe 18,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"6 Đ. Phạm Ngũ Lão, Gò Vấp, Hồ Chí Minh, Việt Nam",+84 933 303 393,,10.8258265,106.6802934,1.0,1,,Đang mở cửa,Đang mở cửa,,ChIJ63z_qvwodTERLlyJ3zli-wI,/g/1hc2fx7g3,0x317528fcaaff7ceb:0x2fb6239df895c2e,214873407933209646,True,,tiem rua xe 18,6 pham ngu lao go vap ho chi minh viet nam,False,False,False
quan 1,Tiệm Rửa Xe,Tiệm rửa xe hai bánh,bike_wash,bike_wash,Tiệm rửa xe hai bánh,"1 Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam",+84 28 6259 1050,,10.8315366,106.6275598,5.0,5,,,,,ChIJ33qxbtYrdTERidhLRSC5-zk,/g/1hc6k_jwr,0x31752bd66eb17adf:0x39fbb920454bd889,4178136627568957577,True,,tiem rua xe,1 nguyen van qua ong hung thuan quan 12 ho chi minh viet nam,False,False,False
quan 1,Trung Tâm Chăm Sóc & Rửa Xe Ôtô Kakawa,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"132 Đ. Linh Đông, Linh Đông, Tp Thủ Đức, Hồ Chí Minh 700000, Việt Nam",+84 938 279 990,http://ruaxekakawa.com/,10.8522021,106.7484627,4.3,29,,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,07:00–18:00,ChIJs3qKUzYndTERtZLKKGlAA5w,/g/11vcvlnk5k,0x31752736538a7ab3:0x9c03406928ca92b5,11241899915246998197,False,,trung tam cham soc rua xe oto kakawa,132 linh ong linh ong tp thu uc ho chi minh 700000 viet nam,False,False,False
quan 1,Dịch Vụ Rửa Xe A Thuận,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"66 Lê Hồng Phong, Phường 2, Quận 5, Hồ Chí Minh, Việt Nam",,,10.7563189,106.6785145,5.0,1,,Đang mở cửa,Đang mở cửa,,ChIJ35wD6AIvdTERcdM5ZxvwoYA,/g/1hc458dj5,0x31752f02e8039cdf:0x80a1f01b6739d371,9268953508591817585,True,,dich vu rua xe a thuan,66 le hong phong phuong 2 quan 5 ho chi minh viet nam,False,False,False
quan 1,Auto Care 68 - Chăm Sóc Xe Hơi Quận 12,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"38/61 Đông Hưng Thuận 11, Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 986 551 161,,10.8450829,106.6297194,4.9,38,,Đang mở cửa · Đóng cửa vào 17:30,Đang mở cửa · Đóng cửa vào 17:30,08:00–17:30,ChIJK7D8m28pdTEREKgyK6aySo8,/g/11lr_gf7_4,0x3175296f9bfcb02b:0x8f4ab2a62b32a810,10325261522459338768,True,,auto care 68 cham soc xe hoi quan 12,38 61 ong hung thuan 11 ong hung thuan quan 12 thanh pho ho chi minh viet nam,False,False,False
quan 1,Vá Vỏ Lưu Động - Rửa Xe ô tô Quận Tân Bình - Phượng Lân,Xưởng sửa chữa ô tô,auto_repair_shop,auto_repair_shop,Xưởng sửa chữa ô tô,"A65 Đ. Bạch Đằng, Phường 02, Tân Bình, Hồ Chí Minh 700000, Việt Nam",+84 933 269 336,,10.8164585,106.6694117,4.0,46,,Đang mở cửa · Đóng cửa vào 19:00,Đang mở cửa · Đóng cửa vào 19:00,06:00–22:00,ChIJPQ8m-2EpdTERZKS8WSDmA08,/g/11jgmlxy22,0x31752961fb260f3d:0x4f03e62059bca464,5693647380545315940,False,,va vo luu ong rua xe o to quan tan binh phuong lan,a65 bach ang phuong 02 tan binh ho chi minh 700000 viet nam,False,False,False
quan 1,"Thanh An Autocare - Vỏ Lốp, Cứu Hộ Ô Tô Chăm Sóc Xe Quận 7",Bãi rửa xe ô tô,car_wash,"car_wash, auto_repair_shop, car_accessories_store, car_battery_store, car_detailing_service, wheel_store","Bãi rửa xe ô tô, Xưởng sửa chữa ô tô, Cửa hàng phụ tùng xe ô tô, Cửa hàng bán pin ô tô, Dịch vụ dán hoa văn xe ô tô, Cửa hàng săm lốp","123 Đ. Nguyễn Thị Thập, Tân Phú, Quận 7, Hồ Chí Minh, Việt Nam",+84 906 662 441,https://thanhanautocare.com/,10.737913,106.7207105,4.9,521,,Đang mở cửa · Đóng cửa vào 17:30,Đang mở cửa · Đóng cửa vào 17:30,07:30–17:30,ChIJnYEfIYcvdTERyn-385Cj0go,/g/11gb3rjvxc,0x31752f87211f819d:0xad2a390f3b77fca,779865528448024522,False,,thanh an autocare vo lop cuu ho o to cham soc xe quan 7,123 nguyen thi thap tan phu quan 7 ho chi minh viet nam,False,False,False
quan 1,VinaWash Phú Nhuận,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"84 Cù Lao, Phường 2, Phú Nhuận, Hồ Chí Minh 700000, Việt Nam",+84 988 579 068,https://vinawash.vn/,10.7965274,106.688115,4.2,70,,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,07:00–18:00,ChIJAxwRPmwvdTERJPonxNY8yCU,/g/11smdlsxkl,0x31752f6c3e111c03:0x25c83cd6c427fa24,2722492867857087012,False,True,vinawash phu nhuan,84 cu lao phuong 2 phu nhuan ho chi minh 700000 viet nam,False,False,False
quan 1,Rửa xe ô tô Trung Sơn,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"68 Đường số 10, Khu dân cư Trung Sơn, Bình Chánh, Hồ Chí Minh 700000, Việt Nam",,,10.7341149,106.6884787,3.8,62,,,,,ChIJ_zTRdwAvdTER2eye_1Z6Db8,/g/11wqh79h_p,0x31752f0077d134ff:0xbf0d7a56ff9eecd9,13766794150015855833,False,,rua xe o to trung son,68 uong so 10 khu dan cu trung son binh chanh ho chi minh 700000 viet nam,False,False,False
quan 1,Tiệm Rửa Xe 107,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"107 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh, Việt Nam",+84 903 635 656,,10.8042485,106.7156737,1.1,44,,,,,ChIJi7pfdKQodTERPbbXW8IPaHU,/g/11f03z7s6k,0x317528a4745fba8b:0x75680fc25bd7b63d,8460029227454412349,True,,tiem rua xe 107,107 nguyen gia tri phuong 25 binh thanh ho chi minh viet nam,False,False,False
quan 1,Cửa Hàng Ô tô - ô tô tải củ Hoàng Vũ,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"57 QL1A, Tân Thới Nhất, Hóc Môn, Hồ Chí Minh, Việt Nam",+84 918 510 863,,10.8393071,106.6113549,0.0,0,,,,,ChIJZzNznjQqdTERYNTpPaHvFG8,/g/11c1t53n8r,0x31752a349e733367:0x6f14efa13de9d460,8004285913551721568,False,,cua hang o to o to tai cu hoang vu,57 ql1a tan thoi nhat hoc mon ho chi minh viet nam,False,False,False
quan 1,Rua xe,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"QM6V+J7X, Cô Giang, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 909 692 168,,10.7616235,106.6932433,5.0,1,,Permanently closed,Permanently closed,,ChIJ6XVg57IvdTERzGUbWVVPQe0,/g/11sjdv5cyb,0x31752fb2e76075e9:0xed414f55591b65cc,17096032888460895692,True,,rua xe,qm6v j7x co giang phuong cau ong lanh quan 1 thanh pho ho chi minh viet nam,False,False,False
quan 1,Rửa xe Minh Quân,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"631A Đ. Tên Lửa, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam",+84 938 360 721,,10.7557434,106.6059256,4.0,42,,Temporarily closed,Temporarily closed,,ChIJyXQx2IQtdTERejSsgh6kZBQ,/g/11ghdrf5cr,0x31752d84d83174c9:0x1464a41e82ac347a,1469479829377922170,False,,rua xe minh quan,631a ten lua binh tri ong b binh tan ho chi minh viet nam,False,False,False
