slot_event_id,query_id,search_event_id,user_id,session_id,event_ts,search_mode,merchant_id,merchant_name,slot_event_type,slot_id,slot_start_ts,slot_end_ts,slot_rank,slot_selected,booking_event_id
slot_evt_000028,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:28:42+00:00,nearby,ChIJy7RnTAAvdTERuHa74kwoWG0,"Bãi Giữ Xe, Rửa Xe Ôtô 635 Nguyễn Trãi",slot_shown,ChIJy7RnTAAvdTERuHa74kwoWG0_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000029,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:28:34+00:00,nearby,ChIJBRwQhiEvdTER3nNM1IQr4AU,Rửa xe 100B,slot_shown,ChIJBRwQhiEvdTER3nNM1IQr4AU_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000030,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:28:38+00:00,nearby,ChIJBRwQhiEvdTER3nNM1IQr4AU,Rửa xe 100B,slot_shown,ChIJBRwQhiEvdTER3nNM1IQr4AU_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000031,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:28:42+00:00,nearby,ChIJBRwQhiEvdTER3nNM1IQr4AU,Rửa xe 100B,slot_shown,ChIJBRwQhiEvdTER3nNM1IQr4AU_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000032,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:28:39+00:00,nearby,ChIJZXS7KtkudTERR1DL-aT9xH8,Rửa xe Kỳ Hòa,slot_shown,ChIJZXS7KtkudTERR1DL-aT9xH8_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000033,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:28:43+00:00,nearby,ChIJZXS7KtkudTERR1DL-aT9xH8,Rửa xe Kỳ Hòa,slot_shown,ChIJZXS7KtkudTERR1DL-aT9xH8_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000034,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:28:47+00:00,nearby,ChIJZXS7KtkudTERR1DL-aT9xH8,Rửa xe Kỳ Hòa,slot_shown,ChIJZXS7KtkudTERR1DL-aT9xH8_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000035,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:09+00:00,nearby,ChIJM7P_4-wudTERQ9H4dubIkvs,Dịch Vụ Rửa Xe 140,slot_shown,ChIJM7P_4-wudTERQ9H4dubIkvs_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000036,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:18+00:00,nearby,ChIJM7P_4-wudTERQ9H4dubIkvs,Dịch Vụ Rửa Xe 140,slot_selected,ChIJM7P_4-wudTERQ9H4dubIkvs_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,True,
slot_evt_000037,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:13+00:00,nearby,ChIJM7P_4-wudTERQ9H4dubIkvs,Dịch Vụ Rửa Xe 140,slot_shown,ChIJM7P_4-wudTERQ9H4dubIkvs_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000038,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:17+00:00,nearby,ChIJM7P_4-wudTERQ9H4dubIkvs,Dịch Vụ Rửa Xe 140,slot_shown,ChIJM7P_4-wudTERQ9H4dubIkvs_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000039,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:04+00:00,nearby,ChIJGfU0Z-ovdTERc2ehGxgW5Os,Tiệm Sửa Xe Rửa Xe Máy 528,slot_shown,ChIJGfU0Z-ovdTERc2ehGxgW5Os_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000040,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:13+00:00,nearby,ChIJGfU0Z-ovdTERc2ehGxgW5Os,Tiệm Sửa Xe Rửa Xe Máy 528,slot_selected,ChIJGfU0Z-ovdTERc2ehGxgW5Os_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,True,
slot_evt_000041,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:08+00:00,nearby,ChIJGfU0Z-ovdTERc2ehGxgW5Os,Tiệm Sửa Xe Rửa Xe Máy 528,slot_shown,ChIJGfU0Z-ovdTERc2ehGxgW5Os_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000042,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:12+00:00,nearby,ChIJGfU0Z-ovdTERc2ehGxgW5Os,Tiệm Sửa Xe Rửa Xe Máy 528,slot_shown,ChIJGfU0Z-ovdTERc2ehGxgW5Os_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000043,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:19+00:00,nearby,ChIJE15xZR8pdTERjhHTMKfts8c,Trung tâm chăm sóc xe Phước Thắng,slot_shown,ChIJE15xZR8pdTERjhHTMKfts8c_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000044,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:23+00:00,nearby,ChIJE15xZR8pdTERjhHTMKfts8c,Trung tâm chăm sóc xe Phước Thắng,slot_shown,ChIJE15xZR8pdTERjhHTMKfts8c_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000045,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:27+00:00,nearby,ChIJE15xZR8pdTERjhHTMKfts8c,Trung tâm chăm sóc xe Phước Thắng,slot_shown,ChIJE15xZR8pdTERjhHTMKfts8c_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000046,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:29+00:00,nearby,ChIJXYD4TbsvdTERiUCTTjugBFw,Dịch Vụ Rửa Xe Ô Tô Quang Thiên,slot_shown,ChIJXYD4TbsvdTERiUCTTjugBFw_slot_1,2026-03-25T09:00:00+00:00,2026-03-25T09:45:00+00:00,1,False,
slot_evt_000047,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:33+00:00,nearby,ChIJXYD4TbsvdTERiUCTTjugBFw,Dịch Vụ Rửa Xe Ô Tô Quang Thiên,slot_shown,ChIJXYD4TbsvdTERiUCTTjugBFw_slot_2,2026-03-25T11:00:00+00:00,2026-03-25T11:45:00+00:00,2,False,
slot_evt_000048,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:37+00:00,nearby,ChIJXYD4TbsvdTERiUCTTjugBFw,Dịch Vụ Rửa Xe Ô Tô Quang Thiên,slot_shown,ChIJXYD4TbsvdTERiUCTTjugBFw_slot_3,2026-03-25T14:00:00+00:00,2026-03-25T14:45:00+00:00,3,False,
slot_evt_000049,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:39+00:00,nearby,ChIJxa8x3tEodTERlTMK1pUYjO4,Rửa Xe 192 - Phú Nhuận,slot_shown,ChIJxa8x3tEodTERlTMK1pUYjO4_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000050,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:43+00:00,nearby,ChIJxa8x3tEodTERlTMK1pUYjO4,Rửa Xe 192 - Phú Nhuận,slot_shown,ChIJxa8x3tEodTERlTMK1pUYjO4_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000051,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:47+00:00,nearby,ChIJxa8x3tEodTERlTMK1pUYjO4,Rửa Xe 192 - Phú Nhuận,slot_shown,ChIJxa8x3tEodTERlTMK1pUYjO4_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000052,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:44+00:00,nearby,ChIJHU8nWgAvdTERICXUCipASJs,Dịch vụ rửa xe cộng đồng Chung Cư Lò Gốm,slot_shown,ChIJHU8nWgAvdTERICXUCipASJs_slot_1,2026-03-25T09:00:00+00:00,2026-03-25T09:45:00+00:00,1,False,
slot_evt_000053,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:48+00:00,nearby,ChIJHU8nWgAvdTERICXUCipASJs,Dịch vụ rửa xe cộng đồng Chung Cư Lò Gốm,slot_shown,ChIJHU8nWgAvdTERICXUCipASJs_slot_2,2026-03-25T11:00:00+00:00,2026-03-25T11:45:00+00:00,2,False,
slot_evt_000054,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:52+00:00,nearby,ChIJHU8nWgAvdTERICXUCipASJs,Dịch vụ rửa xe cộng đồng Chung Cư Lò Gốm,slot_shown,ChIJHU8nWgAvdTERICXUCipASJs_slot_3,2026-03-25T14:00:00+00:00,2026-03-25T14:45:00+00:00,3,False,
slot_evt_000055,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:54+00:00,nearby,ChIJz-Ha0L0udTERtKlii4wCgYY,Rửa Xe 427,slot_shown,ChIJz-Ha0L0udTERtKlii4wCgYY_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000056,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:58+00:00,nearby,ChIJz-Ha0L0udTERtKlii4wCgYY,Rửa Xe 427,slot_shown,ChIJz-Ha0L0udTERtKlii4wCgYY_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000057,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:02+00:00,nearby,ChIJz-Ha0L0udTERtKlii4wCgYY,Rửa Xe 427,slot_shown,ChIJz-Ha0L0udTERtKlii4wCgYY_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000058,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:29:59+00:00,nearby,ChIJ8fZM-OwvdTER_f1tQEM9__I,Rửa xe Ô Tô - Xe Máy Kiết Lân,slot_shown,ChIJ8fZM-OwvdTER_f1tQEM9__I_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000059,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:03+00:00,nearby,ChIJ8fZM-OwvdTER_f1tQEM9__I,Rửa xe Ô Tô - Xe Máy Kiết Lân,slot_shown,ChIJ8fZM-OwvdTER_f1tQEM9__I_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000060,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:07+00:00,nearby,ChIJ8fZM-OwvdTER_f1tQEM9__I,Rửa xe Ô Tô - Xe Máy Kiết Lân,slot_shown,ChIJ8fZM-OwvdTER_f1tQEM9__I_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000061,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:16+00:00,nearby,ChIJ8fZM-OwvdTER_f1tQEM9__I,Rửa xe Ô Tô - Xe Máy Kiết Lân,slot_selected,ChIJ8fZM-OwvdTER_f1tQEM9__I_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,True,
slot_evt_000062,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:04+00:00,nearby,ChIJBe0M-o8udTERv_YNVumFqGw,2A Rửa xe Chuyên Nghiệp,slot_shown,ChIJBe0M-o8udTERv_YNVumFqGw_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000063,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:08+00:00,nearby,ChIJBe0M-o8udTERv_YNVumFqGw,2A Rửa xe Chuyên Nghiệp,slot_shown,ChIJBe0M-o8udTERv_YNVumFqGw_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000064,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:12+00:00,nearby,ChIJBe0M-o8udTERv_YNVumFqGw,2A Rửa xe Chuyên Nghiệp,slot_shown,ChIJBe0M-o8udTERv_YNVumFqGw_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000065,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:19+00:00,nearby,ChIJOaLdHtUudTERUEZfCm_bDLs,Rửa Xe Tiến Đạt 2,slot_shown,ChIJOaLdHtUudTERUEZfCm_bDLs_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000066,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:23+00:00,nearby,ChIJOaLdHtUudTERUEZfCm_bDLs,Rửa Xe Tiến Đạt 2,slot_shown,ChIJOaLdHtUudTERUEZfCm_bDLs_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000067,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:27+00:00,nearby,ChIJOaLdHtUudTERUEZfCm_bDLs,Rửa Xe Tiến Đạt 2,slot_shown,ChIJOaLdHtUudTERUEZfCm_bDLs_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000068,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:36+00:00,nearby,ChIJOaLdHtUudTERUEZfCm_bDLs,Rửa Xe Tiến Đạt 2,slot_selected,ChIJOaLdHtUudTERUEZfCm_bDLs_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,True,
slot_evt_000069,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:34+00:00,nearby,ChIJSUcHOncvdTERA8WKVaoaJLs,Rửa Xe 37,slot_shown,ChIJSUcHOncvdTERA8WKVaoaJLs_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000070,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:38+00:00,nearby,ChIJSUcHOncvdTERA8WKVaoaJLs,Rửa Xe 37,slot_shown,ChIJSUcHOncvdTERA8WKVaoaJLs_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000071,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:47+00:00,nearby,ChIJSUcHOncvdTERA8WKVaoaJLs,Rửa Xe 37,slot_selected,ChIJSUcHOncvdTERA8WKVaoaJLs_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,True,booking_evt_00005
slot_evt_000072,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:42+00:00,nearby,ChIJSUcHOncvdTERA8WKVaoaJLs,Rửa Xe 37,slot_shown,ChIJSUcHOncvdTERA8WKVaoaJLs_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000073,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:29+00:00,nearby,ChIJnW6iKs4odTERV38FHz8ZxEs,Công Ty Cổ Phần Vietwash,slot_shown,ChIJnW6iKs4odTERV38FHz8ZxEs_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000074,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:33+00:00,nearby,ChIJnW6iKs4odTERV38FHz8ZxEs,Công Ty Cổ Phần Vietwash,slot_shown,ChIJnW6iKs4odTERV38FHz8ZxEs_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000075,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:37+00:00,nearby,ChIJnW6iKs4odTERV38FHz8ZxEs,Công Ty Cổ Phần Vietwash,slot_shown,ChIJnW6iKs4odTERV38FHz8ZxEs_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000076,nearby_q_005,search_evt_0005,user_005,session_005_01,2026-03-22T09:30:44+00:00,nearby,ChIJb1SyKw8vdTERs2Yk2qoCtz8,Rửa xe Thành Trung,slot_shown,ChIJb1SyKw8vdTERs2Yk2qoCtz8_slot_1,2026-03-25T09:00:00+00:00,2026-03-25T09:45:00+00:00,1,False,
