query_id,merchant_id,slot_id,search_event_id,user_id,session_id,merchant_name,slot_time,slot_end_time,slot_position_if_available,slot_event_count,slot_shown_count,slot_selected_count,slot_selected,slot_shown,query_source,search_timestamp,weekday,hour_of_day,is_weekend,require_open_now,min_rating,radius_km,max_corridor_km,has_destination,rating,review_count_source,is_open_now_proxy,rating_score,review_volume_score,trust_score,open_score,service_richness_score,base_rank_score,service_exterior_wash,service_interior_cleaning,service_detailing,service_ceramic,service_ev_safe,service_fast_lane,service_car_supported,service_motorbike_supported,merchant_rank_position,merchant_final_rank_score,distance_km,detour_proxy,route_distance_proxy,click_event_count,was_clicked_for_query,booking_event_count,was_booked_for_query,search_mode,slot_hour,slot_minute,slot_hour_bucket,lead_time_hours,slot_is_same_day,slot_is_next_day,slot_is_weekend,slot_is_business_hour,slot_is_evening,slot_is_morning,short_lead_time_flag,medium_lead_time_flag,long_lead_time_flag,high_trust_evening_flag,open_and_top_ranked_flag,nearby_query_flag,route_query_flag,require_open_now_missing,require_open_now_filled,min_rating_missing,min_rating_filled,radius_km_missing,radius_km_filled,max_corridor_km_missing,max_corridor_km_filled,rating_missing,rating_filled,review_count_source_missing,review_count_source_filled,is_open_now_proxy_missing,is_open_now_proxy_filled,rating_score_missing,rating_score_filled,review_volume_score_missing,review_volume_score_filled,trust_score_missing,trust_score_filled,open_score_missing,open_score_filled,service_richness_score_missing,service_richness_score_filled,base_rank_score_missing,base_rank_score_filled,slot_hour_missing,slot_hour_filled,slot_minute_missing,slot_minute_filled,lead_time_hours_missing,lead_time_hours_filled,slot_position_if_available_missing,slot_position_if_available_filled,merchant_rank_position_missing,merchant_rank_position_filled,merchant_final_rank_score_missing,merchant_final_rank_score_filled,distance_km_missing,distance_km_filled,detour_proxy_missing,detour_proxy_filled,route_distance_proxy_missing,route_distance_proxy_filled
nearby_q_004,ChIJU0GMXwApdTER0nAk4v8nxsw,ChIJU0GMXwApdTER0nAk4v8nxsw_slot_2,search_evt_0004,user_004,session_004_01,"Rửa Xe 39 - Ôtô, Xe máy",2026-03-24 11:00:00+00:00,2026-03-24 11:45:00+00:00,2,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:21:00+00:00,6,9,1,,3.0,4.0,,0,5.0,1,,1.0,0.100549,0.535192,0.5,0.375,0.470864,1,0,0,0,0,0,1,1,3,0.376669,3.1360635933749106,,,1,1,0,0,nearby,11,0,midday,49.65,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.0,0,3.0,0,4.0,1,3.0,0,5.0,0,1,1,-1.0,0,1.0,0,0.100549,0,0.535192,0,0.5,0,0.375,0,0.470864,0,11,0,0,0,49.65,0,2,0,3,0,0.376669,0,3.1360635933749106,1,0.0,1,1.4971536153517306
nearby_q_004,ChIJU0GMXwApdTER0nAk4v8nxsw,ChIJU0GMXwApdTER0nAk4v8nxsw_slot_3,search_evt_0004,user_004,session_004_01,"Rửa Xe 39 - Ôtô, Xe máy",2026-03-24 14:00:00+00:00,2026-03-24 14:45:00+00:00,3,2,1,1,1,1,synthetic_nearby_seeded,2026-03-22 09:21:00+00:00,6,9,1,,3.0,4.0,,0,5.0,1,,1.0,0.100549,0.535192,0.5,0.375,0.470864,1,0,0,0,0,0,1,1,3,0.376669,3.1360635933749106,,,1,1,0,0,nearby,14,0,midday,52.65,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.0,0,3.0,0,4.0,1,3.0,0,5.0,0,1,1,-1.0,0,1.0,0,0.100549,0,0.535192,0,0.5,0,0.375,0,0.470864,0,14,0,0,0,52.65,0,3,0,3,0,0.376669,0,3.1360635933749106,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ35wD6AIvdTERcdM5ZxvwoYA,ChIJ35wD6AIvdTERcdM5ZxvwoYA_slot_1,search_evt_0005,user_005,session_005_01,Dịch Vụ Rửa Xe A Thuận,2026-03-23 09:00:00+00:00,2026-03-23 09:45:00+00:00,1,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,5.0,1,1.0,1.0,0.100549,0.685192,1.0,0.25,0.613364,1,0,0,0,0,0,1,0,5,0.657965,0.7818643057096196,,,1,1,1,1,nearby,9,0,morning,23.533333333333335,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,5.0,0,1,0,1.0,0,1.0,0,0.100549,0,0.685192,0,1.0,0,0.25,0,0.613364,0,9,0,0,0,23.533333333333335,0,1,0,5,0,0.657965,0,0.7818643057096196,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ35wD6AIvdTERcdM5ZxvwoYA,ChIJ35wD6AIvdTERcdM5ZxvwoYA_slot_2,search_evt_0005,user_005,session_005_01,Dịch Vụ Rửa Xe A Thuận,2026-03-23 11:00:00+00:00,2026-03-23 11:45:00+00:00,2,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,5.0,1,1.0,1.0,0.100549,0.685192,1.0,0.25,0.613364,1,0,0,0,0,0,1,0,5,0.657965,0.7818643057096196,,,1,1,1,1,nearby,11,0,midday,25.533333333333335,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,5.0,0,1,0,1.0,0,1.0,0,0.100549,0,0.685192,0,1.0,0,0.25,0,0.613364,0,11,0,0,0,25.533333333333335,0,2,0,5,0,0.657965,0,0.7818643057096196,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ35wD6AIvdTERcdM5ZxvwoYA,ChIJ35wD6AIvdTERcdM5ZxvwoYA_slot_3,search_evt_0005,user_005,session_005_01,Dịch Vụ Rửa Xe A Thuận,2026-03-23 14:00:00+00:00,2026-03-23 14:45:00+00:00,3,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,5.0,1,1.0,1.0,0.100549,0.685192,1.0,0.25,0.613364,1,0,0,0,0,0,1,0,5,0.657965,0.7818643057096196,,,1,1,1,1,nearby,14,0,midday,28.533333333333335,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,5.0,0,1,0,1.0,0,1.0,0,0.100549,0,0.685192,0,1.0,0,0.25,0,0.613364,0,14,0,0,0,28.533333333333335,0,3,0,5,0,0.657965,0,0.7818643057096196,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ7RD6mUQpdTERda6cUV17nPc,ChIJ7RD6mUQpdTERda6cUV17nPc_slot_1,search_evt_0005,user_005,session_005_01,Rửa xe máy,2026-03-23 09:00:00+00:00,2026-03-23 09:45:00+00:00,1,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.0,49,1.0,0.8,0.567482,0.598619,1.0,0.375,0.652753,1,0,0,0,0,0,1,1,75,0.440702,5.5441319712283645,,,1,1,0,0,nearby,9,0,morning,23.533333333333335,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.0,0,49,0,1.0,0,0.8,0,0.567482,0,0.598619,0,1.0,0,0.375,0,0.652753,0,9,0,0,0,23.533333333333335,0,1,0,75,0,0.440702,0,5.5441319712283645,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ7RD6mUQpdTERda6cUV17nPc,ChIJ7RD6mUQpdTERda6cUV17nPc_slot_2,search_evt_0005,user_005,session_005_01,Rửa xe máy,2026-03-23 11:00:00+00:00,2026-03-23 11:45:00+00:00,2,2,1,1,1,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.0,49,1.0,0.8,0.567482,0.598619,1.0,0.375,0.652753,1,0,0,0,0,0,1,1,75,0.440702,5.5441319712283645,,,1,1,0,0,nearby,11,0,midday,25.533333333333335,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.0,0,49,0,1.0,0,0.8,0,0.567482,0,0.598619,0,1.0,0,0.375,0,0.652753,0,11,0,0,0,25.533333333333335,0,2,0,75,0,0.440702,0,5.5441319712283645,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ7RD6mUQpdTERda6cUV17nPc,ChIJ7RD6mUQpdTERda6cUV17nPc_slot_3,search_evt_0005,user_005,session_005_01,Rửa xe máy,2026-03-23 14:00:00+00:00,2026-03-23 14:45:00+00:00,3,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.0,49,1.0,0.8,0.567482,0.598619,1.0,0.375,0.652753,1,0,0,0,0,0,1,1,75,0.440702,5.5441319712283645,,,1,1,0,0,nearby,14,0,midday,28.533333333333335,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.0,0,49,0,1.0,0,0.8,0,0.567482,0,0.598619,0,1.0,0,0.375,0,0.652753,0,14,0,0,0,28.533333333333335,0,3,0,75,0,0.440702,0,5.5441319712283645,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ8fZM-OwvdTER_f1tQEM9__I,ChIJ8fZM-OwvdTER_f1tQEM9__I_slot_1,search_evt_0005,user_005,session_005_01,Rửa xe Ô Tô - Xe Máy Kiết Lân,2026-03-24 09:00:00+00:00,2026-03-24 09:45:00+00:00,1,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.8,9,1.0,0.96,0.334015,0.596905,1.0,0.375,0.656308,1,0,0,0,0,0,1,1,52,0.494062,4.774794368120675,,,1,1,0,0,nearby,9,0,morning,47.53333333333333,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.8,0,9,0,1.0,0,0.96,0,0.334015,0,0.596905,0,1.0,0,0.375,0,0.656308,0,9,0,0,0,47.53333333333333,0,1,0,52,0,0.494062,0,4.774794368120675,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ8fZM-OwvdTER_f1tQEM9__I,ChIJ8fZM-OwvdTER_f1tQEM9__I_slot_2,search_evt_0005,user_005,session_005_01,Rửa xe Ô Tô - Xe Máy Kiết Lân,2026-03-24 11:00:00+00:00,2026-03-24 11:45:00+00:00,2,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.8,9,1.0,0.96,0.334015,0.596905,1.0,0.375,0.656308,1,0,0,0,0,0,1,1,52,0.494062,4.774794368120675,,,1,1,0,0,nearby,11,0,midday,49.53333333333333,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.8,0,9,0,1.0,0,0.96,0,0.334015,0,0.596905,0,1.0,0,0.375,0,0.656308,0,11,0,0,0,49.53333333333333,0,2,0,52,0,0.494062,0,4.774794368120675,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ8fZM-OwvdTER_f1tQEM9__I,ChIJ8fZM-OwvdTER_f1tQEM9__I_slot_3,search_evt_0005,user_005,session_005_01,Rửa xe Ô Tô - Xe Máy Kiết Lân,2026-03-24 14:00:00+00:00,2026-03-24 14:45:00+00:00,3,2,1,1,1,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.8,9,1.0,0.96,0.334015,0.596905,1.0,0.375,0.656308,1,0,0,0,0,0,1,1,52,0.494062,4.774794368120675,,,1,1,0,0,nearby,14,0,midday,52.53333333333333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.8,0,9,0,1.0,0,0.96,0,0.334015,0,0.596905,0,1.0,0,0.375,0,0.656308,0,14,0,0,0,52.53333333333333,0,3,0,52,0,0.494062,0,4.774794368120675,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ92uFsuYudTERvyQu9b8g8Ws,ChIJ92uFsuYudTERvyQu9b8g8Ws_slot_1,search_evt_0005,user_005,session_005_01,Rửa Xe Hiếu,2026-03-23 09:00:00+00:00,2026-03-23 09:45:00+00:00,1,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.2,117,1.0,0.84,0.69204,0.662214,1.0,0.125,0.641598,1,0,0,0,0,0,0,0,1,0.737853,0.4812372625189077,,,1,1,0,0,nearby,9,0,morning,23.533333333333335,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.2,0,117,0,1.0,0,0.84,0,0.69204,0,0.662214,0,1.0,0,0.125,0,0.641598,0,9,0,0,0,23.533333333333335,0,1,0,1,0,0.737853,0,0.4812372625189077,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ92uFsuYudTERvyQu9b8g8Ws,ChIJ92uFsuYudTERvyQu9b8g8Ws_slot_2,search_evt_0005,user_005,session_005_01,Rửa Xe Hiếu,2026-03-23 11:00:00+00:00,2026-03-23 11:45:00+00:00,2,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.2,117,1.0,0.84,0.69204,0.662214,1.0,0.125,0.641598,1,0,0,0,0,0,0,0,1,0.737853,0.4812372625189077,,,1,1,0,0,nearby,11,0,midday,25.533333333333335,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.2,0,117,0,1.0,0,0.84,0,0.69204,0,0.662214,0,1.0,0,0.125,0,0.641598,0,11,0,0,0,25.533333333333335,0,2,0,1,0,0.737853,0,0.4812372625189077,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ92uFsuYudTERvyQu9b8g8Ws,ChIJ92uFsuYudTERvyQu9b8g8Ws_slot_3,search_evt_0005,user_005,session_005_01,Rửa Xe Hiếu,2026-03-23 14:00:00+00:00,2026-03-23 14:45:00+00:00,3,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.2,117,1.0,0.84,0.69204,0.662214,1.0,0.125,0.641598,1,0,0,0,0,0,0,0,1,0.737853,0.4812372625189077,,,1,1,0,0,nearby,14,0,midday,28.533333333333335,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.2,0,117,0,1.0,0,0.84,0,0.69204,0,0.662214,0,1.0,0,0.125,0,0.641598,0,14,0,0,0,28.533333333333335,0,3,0,1,0,0.737853,0,0.4812372625189077,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ9zaRTX4udTERBr7JULUfLd8,ChIJ9zaRTX4udTERBr7JULUfLd8_slot_1,search_evt_0005,user_005,session_005_01,707 Zone - Rửa Xe 707,2026-03-23 09:00:00+00:00,2026-03-23 09:45:00+00:00,1,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.8,13,1.0,0.96,0.382824,0.613988,1.0,0.125,0.566436,1,0,0,0,0,0,0,0,81,0.431183,4.679977643003493,,,1,1,1,1,nearby,9,0,morning,23.533333333333335,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.8,0,13,0,1.0,0,0.96,0,0.382824,0,0.613988,0,1.0,0,0.125,0,0.566436,0,9,0,0,0,23.533333333333335,0,1,0,81,0,0.431183,0,4.679977643003493,1,0.0,1,1.4971536153517306
nearby_q_005,ChIJ9zaRTX4udTERBr7JULUfLd8,ChIJ9zaRTX4udTERBr7JULUfLd8_slot_2,search_evt_0005,user_005,session_005_01,707 Zone - Rửa Xe 707,2026-03-23 11:00:00+00:00,2026-03-23 11:45:00+00:00,2,1,1,0,0,1,synthetic_nearby_seeded,2026-03-22 09:28:00+00:00,6,9,1,1.0,3.5,6.0,,0,4.8,13,1.0,0.96,0.382824,0.613988,1.0,0.125,0.566436,1,0,0,0,0,0,0,0,81,0.431183,4.679977643003493,,,1,1,1,1,nearby,11,0,midday,25.533333333333335,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.0,0,3.5,0,6.0,1,3.0,0,4.8,0,13,0,1.0,0,0.96,0,0.382824,0,0.613988,0,1.0,0,0.125,0,0.566436,0,11,0,0,0,25.533333333333335,0,2,0,81,0,0.431183,0,4.679977643003493,1,0.0,1,1.4971536153517306
