record_key,district,page_start,page_position,position,title,type,type_id,type_ids,types,address,phone,website,latitude,longitude,rating,reviews,price,open_state,hours,friday_hours,place_id,provider_id,data_id,data_cid,place_link,reviews_link,photos_link,thumbnail,serpapi_thumbnail,unclaimed_listing,service_options_on_site,query,local_results_state,search_id,google_maps_url,json_endpoint,hl,gl,operating_hours_json,service_options_json,raw_place_json,crawl_date
ChIJPQcH7HctdTERjGPXTmOGnFI,quan 6,0,11,11,Green Wash Auto - Chăm sóc & Nâng cấp Oto,Bãi rửa xe ô tô,car_wash,"car_wash, car_accessories_store","Bãi rửa xe ô tô, Cửa hàng phụ tùng xe ô tô","378 Đ. Chợ Lớn, Phường 11, Quận 6, Hồ Chí Minh, Việt Nam",+84 966 784 479,http://www.greenwashauto.com.vn/,"10,7445869","106,6260427","4,9",7,N/A,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,07:30–18:00,ChIJPQcH7HctdTERjGPXTmOGnFI,/g/11s1y2yfct,0x31752d77ec07073d:0x529c86634ed7638c,5952780568559575948,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJPQcH7HctdTERjGPXTmOGnFI,https://serpapi.com/search.json?data_id=0x31752d77ec07073d%3A0x529c86634ed7638c&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752d77ec07073d%3A0x529c86634ed7638c&engine=google_maps_photos&hl=vi,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepPW5Z3b4HzlnIsYNrhAthXp1mYVSwgfun4IZT1rfvgDQINSNW_ppv984RrSX4j_8m1o-PyCa7_ZeUKpzXrAbmr2awMu0YWqWr5Jf_qnrb93TlH20hLHLUD38k-gcZ5IPwqyoDTnGtELr4=w122-h92-k-no,https://serpapi.com/images/url/Bex4p3icBcHdboMgGADQJ6JWxFSX7MLMpbo546atPzemGoSsCviBJe0z7gX2Nj3n_48bo_SL48zc2zEp2Uw3TWGUwlBhdqNcHKY0GjXSTpScI0tVUfudN5DkMYtUtznwyPBGuUt7Li2bNkHSrnJhurH4O83LvO6VuoUB-YGyIb99sLgSFfe3y6Hv6OlTPRqIhgXwxX5t-7Zea_A_pn4VMIReNSd4z7MkO8VecEVs7Py0sOtdxpU4mvcMyKt1MUY8xOiKhHwCPpNHxg,FALSE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJxYxJHGMudTERf2O85TOgH1w,quan 6,0,12,12,Rửa Xe Thuận Phát,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"290 Đ. Bình Tiên, Phường 8, Quận 6, Hồ Chí Minh, Việt Nam",+84 909 266 692,N/A,"10,7463718","106,6432536",0,0,N/A,Mở cả ngày,Mở cả ngày,Mở cửa cả ngày,ChIJxYxJHGMudTERf2O85TOgH1w,/g/1hc0r_d4l,0x31752e631c498cc5:0x5c1fa033e5bc637f,6638200520525505407,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJxYxJHGMudTERf2O85TOgH1w,https://serpapi.com/search.json?data_id=0x31752e631c498cc5%3A0x5c1fa033e5bc637f&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752e631c498cc5%3A0x5c1fa033e5bc637f&engine=google_maps_photos&hl=vi,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nvZR1-tIjRuNKBICR-Bv1w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=11.481745&pitch=0&thumbfov=100,https://serpapi.com/images/url/SmBuqXicHc3NDcIgGADQbbiVH1NjNSEm9dSYeOjRi6EUAUOBwFfQbVzLbTQu8N7nbQBiPhCSISkFxaoa7VO53ESBdQjaKRFtxjIspDACZl0mL6w7RuGDnbkv15E1MDzG9XLuh9PY9IVVJKebdFZ54FmJJA3W9SemMGMdM6q8o8jw_Qa9ROWM4bZju3aLogVpOEX_5R4KZ5R-AVwZOSk,TRUE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJJf-tgPktdTERnMlZk454dfQ,quan 6,0,13,13,Tiệm rửa xe 7talon - CN01,Tiệm rửa xe hai bánh,bike_wash,bike_wash,Tiệm rửa xe hai bánh,"39 Đường số 24, Phường 11, Quận 6, Hồ Chí Minh 700000, Việt Nam",+84 777 924 925,N/A,"10,7424513","106,6289261","4,8",6,N/A,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,06:00–18:00,ChIJJf-tgPktdTERnMlZk454dfQ,/g/11wfzwfsv8,0x31752df980adff25:0xf475788e9359c99c,17615118071282387356,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJJf-tgPktdTERnMlZk454dfQ,https://serpapi.com/search.json?data_id=0x31752df980adff25%3A0xf475788e9359c99c&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752df980adff25%3A0xf475788e9359c99c&engine=google_maps_photos&hl=vi,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3ssVPO4zU22iT-Iw31FMeUad45Smg59epNz8T8Wf8RpDXhPwikEWd22HEC2qhs0b5czbwdVqMsgT53R1WqdOQKgWgQrBTfyZ14_WFAeJ3hHFaiB_il_zGAaCdv2t2cMYY_jIsLw=w122-h92-k-no,https://serpapi.com/images/url/mNvgx3icBcFbcoIwFADQFUXKDcxgZ_qBVoq21BcS9YfBJCZUJOBNm5ENugZ303OeD21th6-e12g6UsaoRv6ivHHTWtnaETdXT3VIOBL04rSInTQUsVgtg2EHUOdk7qifZHJXiSDcXlU4lt33EOURO0eb7n2vV66-zJgASGdT6DW-nEI-nJwo-gxVHtKNz3qxXH8qpta3SX6-H_2gZEksF1SnSVVPyroph4-4moo_sMCzw6H8meOXe3M-ANFjIBfSmn8ZUUTZ,FALSE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJ9zaRTX4udTERBr7JULUfLd8,quan 6,0,14,14,707 Zone - Rửa Xe 707,Tiệm rửa xe hai bánh,bike_wash,bike_wash,Tiệm rửa xe hai bánh,"707-709 Đ. Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh, Việt Nam",+84 903 321 337,https://www.707zone.vn/,"10,7473095","106,6324415","4,8",13,N/A,Đang mở cửa · Đóng cửa vào 18:30,Đang mở cửa · Đóng cửa vào 18:30,07:00–18:30,ChIJ9zaRTX4udTERBr7JULUfLd8,/g/1hc28v5w6,0x31752e7e4d9136f7:0xdf2d1fb550c9be06,16081544708014849542,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJ9zaRTX4udTERBr7JULUfLd8,https://serpapi.com/search.json?data_id=0x31752e7e4d9136f7%3A0xdf2d1fb550c9be06&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752e7e4d9136f7%3A0xdf2d1fb550c9be06&engine=google_maps_photos&hl=vi,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrCfN3LT4nV__Ydob6UDjhFBEAS1FCMKmHPGIuNe84btLs80az8KZX_CzrqIDNqg_CMyCXZ7fnLmBI6YRPxGnvS36IGPOAKNxEnl2FwN3g7HhIfsP6aTkROsaZLXUJ3GoSjmmh=w97-h92-k-no,https://serpapi.com/images/url/F-J_znicBcHhEoEwAADgJ5owV3HnR0Y1ZTrh0p8uWdvRNtqIns9LeBvf9_tyY-56ZlkNhwOmFGvoU9O2UtJQaQaVEha7a1BpoC0vPHodbVtUExjvJ_JYFKeLOtuH5ZX7i5WXjny0iUSYBPhJqDs5m1i7w7J3ozwrUN8-8JI8WIE2H5TlTi1jscD2aZe8A_lKoY2DZOtF5L2SzdjvCGROyHGtE7vc33ZbXeZxdljDQKVXIfi8mzqAT8fgBqT6A1PbQ9k,TRUE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJHU8nWgAvdTERICXUCipASJs,quan 6,0,15,15,Dịch vụ rửa xe cộng đồng Chung Cư Lò Gốm,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"Đ. Lò Gốm, Phường 8, Quận 6, Hồ Chí Minh, Việt Nam",+84 916 253 769,N/A,"10,7451899","106,6385083",5,5,N/A,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,07:00–18:00,ChIJHU8nWgAvdTERICXUCipASJs,/g/11mckn8zwz,0x31752f005a274f1d:0x9b48402a0ad42520,11189263823516476704,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJHU8nWgAvdTERICXUCipASJs,https://serpapi.com/search.json?data_id=0x31752f005a274f1d%3A0x9b48402a0ad42520&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752f005a274f1d%3A0x9b48402a0ad42520&engine=google_maps_photos&hl=vi,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4YJpLS7yy81FElWhScWsfzzdhSOCK3slNZe-cFE7iVmGglIUFqwYbLJMO7QrCcRryU9hLKty3WayplHXptVxvRkUra4mKU2MbhiYw-qL1pcgZA5cxrq_J2PLkJh8ToEc_QBLsU_ZFwoBF=w198-h92-k-no,https://serpapi.com/images/url/2a-KxXicBcHhUoMgAADgJ2Keuk7trh9uJy1lrc3Q9I-3EcFOFASKsXfsAXqbvu_vl1urzGMQCB6vmJRM0G9DNZGzpbNdETkFTBlADDBBvmtyR5d1VypUJ96nISxEy2vSmq_7_ZPXh20VG_HaU0BgkVyb6ZmJFwwX111QuT8kR70lJ-1xxlFlfdyevRK7D2Wb289pxPq8nioc7S_82jmwoFAR1ucP5KaXoYze0Fjy9F0WZDhukMFDD53cwCcXZingWQRGMMt_p_lJAw,FALSE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJGfU0Z-ovdTERc2ehGxgW5Os,quan 6,0,16,16,Tiệm Sửa Xe Rửa Xe Máy 528,Cửa hàng sửa chữa xe máy,motorcycle_repair_shop,motorcycle_repair_shop,Cửa hàng sửa chữa xe máy,"528 Đ. Lê Quang Sung, Phường 9, Quận 6, Hồ Chí Minh, Việt Nam",+84 901 465 633,N/A,"10,7520905","106,6398641",5,9,N/A,Đang mở cửa · Đóng cửa vào 22:00,Đang mở cửa · Đóng cửa vào 22:00,07:00–22:00,ChIJGfU0Z-ovdTERc2ehGxgW5Os,/g/11twh96q3f,0x31752fea6734f519:0xebe416181ba16773,16997735186401683315,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJGfU0Z-ovdTERc2ehGxgW5Os,https://serpapi.com/search.json?data_id=0x31752fea6734f519%3A0xebe416181ba16773&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752fea6734f519%3A0xebe416181ba16773&engine=google_maps_photos&hl=vi,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrrwHeTiqqU02HZI3PFFBSMP4LCnUY2b7M-ZKyom2v6mumb07GSWFD8dsFLWuIVmVKlB3X8ki8Uapms2JgE8AsroOVxXmte5BPezD9YhaC6Yv_HcD00x87NWdFLzQGjGEqL2do=w122-h92-k-no,https://serpapi.com/images/url/VQhIFnicBcHhEkIwAADgJ1o0xequH8SoKF0h_nRiR2WGDdX79RC9Td_3-5ZCNHwpSVWpTArGior0nHQZqwWpxSRjVCoaDjIOuKQ7oT6StutGh5zvbRvI0Ek2io-xcfL8mbuugxjeNA8kuzejcFBpT2-yZp8ibKKcYzfqNyENd5WhXNDzjoK0oRxuCwvpvGOH8HWhgswNn3zMRVymazUerk5myvILafsox-7naD9sq3VhzlbjFEJQLiB4gpr9AaKnQ9M,FALSE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJrYJ9bAAtdTER7_qJD4BTvso,quan 6,0,17,17,Hệ thống rửa xe Công Nghệ,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"243 Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh, Việt Nam",+84 886 865 734,N/A,"10,759801","106,6253138",0,0,N/A,Mở cả ngày,Mở cả ngày,Mở cửa cả ngày,ChIJrYJ9bAAtdTER7_qJD4BTvso,/g/11xt0p1tcw,0x31752d006c7d82ad:0xcabe53800f89faef,14609206050718087919,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJrYJ9bAAtdTER7_qJD4BTvso,https://serpapi.com/search.json?data_id=0x31752d006c7d82ad%3A0xcabe53800f89faef&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752d006c7d82ad%3A0xcabe53800f89faef&engine=google_maps_photos&hl=vi,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CXgLt19xU8EDq5QOJpvYWQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=176.03062&pitch=0&thumbfov=100,https://serpapi.com/images/url/wpNV9HicHc3NDcIgGADQbbjJT421NSEe1IsxMT0Y9WQoRSCh5bMg1G1cy200LvDe521ihLAiJMRRqZisymAn5cIMBNbea6cE2ICl70liJJpn3w7CujWIwduOby76EFk9nard9rFojntI13ODZHuTzqoh8qDEKA3W-SeOvsMaAsq8osjwukAvkTlblpjOaVkgsFEaTtF_ufvEGaVfXLg5Mg,TRUE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJb1SyKw8vdTERs2Yk2qoCtz8,quan 6,0,18,18,Rửa xe Thành Trung,Tiệm rửa xe hai bánh,bike_wash,bike_wash,Tiệm rửa xe hai bánh,"135/9 Đ. Nguyễn Văn Luông, Phường 10, Quận 6, Hồ Chí Minh 70000, Việt Nam",+84 937 736 210,N/A,"10,7386794","106,6334023","4,8",4,N/A,Đang mở cửa · Đóng cửa vào 22:00,Đang mở cửa · Đóng cửa vào 22:00,07:00–22:00,ChIJb1SyKw8vdTERs2Yk2qoCtz8,/g/11q3234l7m,0x31752f0f2bb2546f:0x3fb702aada2466b3,4591141277955024563,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJb1SyKw8vdTERs2Yk2qoCtz8,https://serpapi.com/search.json?data_id=0x31752f0f2bb2546f%3A0x3fb702aada2466b3&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752f0f2bb2546f%3A0x3fb702aada2466b3&engine=google_maps_photos&hl=vi,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtiTPrFZXMcYJNKjuJrXwj1Rqkw-2gz2sZgfw5k4tLPD4wtxHbo_0mocvQxCQHnkdrsL3Ey5AkoHUysOuLgBCEsaAhSaJbEPEsmzb_zKCHefGY41TUGWBmXfsTtX7wuiA7Rj6s0g=w122-h92-k-no,https://serpapi.com/images/url/-d0C-nicBcHhFoEwGADQJ5o04XCOH5PYSQgh_jiatTQ1-pbRC3oGb-Pe3zfT-gFDy7pnnZZQStx5DbxiqtS81C2mCks8ADFAYBG6J4Y_9S0Kq-kpXrCjv5zntV_FJrc3T2kQFg2Gk0hNVzo6CCeO0W-aqHO7UOy1frtrWsprBUHH-3SJVHT3gVUdiLHrwYVk24ufeKEHRZOcm7lLeTo7Ona0mx3GRZxCpOO-qW-kv8l70BYjY2OMsgFGEpXqD0adR18,FALSE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJ_2Nbe2MudTERBx8gpkmsanI,quan 6,0,19,19,Dịch Vụ Rửa Xe 174,Tiệm rửa xe hai bánh,bike_wash,bike_wash,Tiệm rửa xe hai bánh,"174 Đ. Bình Tiên, Phường 8, Quận 6, Hồ Chí Minh, Việt Nam",+84 909 905 538,N/A,"10,743676","106,6433011","4,5",2,N/A,N/A,N/A,N/A,ChIJ_2Nbe2MudTERBx8gpkmsanI,/g/11xccttgg,0x31752e637b5b63ff:0x726aac49a6201f07,8244591500174827271,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJ_2Nbe2MudTERBx8gpkmsanI,https://serpapi.com/search.json?data_id=0x31752e637b5b63ff%3A0x726aac49a6201f07&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752e637b5b63ff%3A0x726aac49a6201f07&engine=google_maps_photos&hl=vi,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJhqrVXF9ysewndIL8Wo2hQKFwPwGlHkvo82KFoYyT1xhFv6aUdZNwjIXzCbhdx-XJ4XLNr44a87Gnj32xP3edlebcItAgaXEqXzxd6pAK2jvpPmGGpAe5_MeCI0WMfMrMLitjPg=w122-h92-k-no,https://serpapi.com/images/url/4fQk1HicBcFRboIwGADgE1W0oEOTPTRmIAIGEyfVlwXpv3aIbaEdRS_oGbyN3_d6Cmu1WXleK_wJV4q38G-gr5W0IO2kVjePa4Nqg4xHNkfioNuKrj_SaHk34CRLsrBUWOzTyBUubjfXQYU4jdTpfpiNIhoW1Tc771yT0Mf6ItiI6Dag2a4Pgir8iGXj47HwgbVwqRNLeEW_OvoY2UKTFDeDLm5xrAnMf3JYJ9My_837PPuzTcE_3QxjJJYYXZFUb_QnRow,TRUE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJ_ZC1WiosdTERq7EwcEknBnk,quan 6,0,20,20,Tiệm Rửa Xe Quy,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"12 Đường số 11, Phường 13, Quận 6, Hồ Chí Minh, Việt Nam",+84 902 958 738,N/A,"10,7529932","106,6270083",0,0,N/A,N/A,N/A,N/A,ChIJ_ZC1WiosdTERq7EwcEknBnk,/g/11xjkf5jy,0x31752c2a5ab590fd:0x790627497030b1ab,8720700924817879467,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJ_ZC1WiosdTERq7EwcEknBnk,https://serpapi.com/search.json?data_id=0x31752c2a5ab590fd%3A0x790627497030b1ab&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752c2a5ab590fd%3A0x790627497030b1ab&engine=google_maps_photos&hl=vi,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CEnFvdo1XhBpD7EsdKbeWA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=215.8755&pitch=0&thumbfov=100,https://serpapi.com/images/url/s2lpXXicHc3bDcIgFADQbfiTR5Om1YQYH_XHAfTPULgWEgo3BUGncS630bjAOZ-3zRnThrGUF4BcHFR0T_BphYpOMU4eFLpEdZxZESzbxzwG5fwWVYjOyMMQTsVEcbV7PHZDMucRLjuix5v2DkKWCdSiLZ3qT1yioRMmUmXPiZXrhrxUlY1oad-1LUGXtZWc_JN7LFJw_gU7GzlB,TRUE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96fab28c6eea0eeee2f,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/aB3QP1JFX4hGZNPnO6E7bQ/69bdf96fab28c6eea0eeee2f.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJkXx1YAAtdTER6pddrLhCCwQ,quan 6,20,2,22,Không Chạm VINFOAM-HCM,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"287 Đ. Kinh Dương Vương, An Lạc, Quận 6, Hồ Chí Minh, Việt Nam",+84 901 292 747,N/A,"10,7443132","106,6222203",0,0,N/A,Mở cả ngày,Mở cả ngày,Mở cửa cả ngày,ChIJkXx1YAAtdTER6pddrLhCCwQ,/g/11vwqv66hh,0x31752d0060757c91:0x40b42b8ac5d97ea,291399961828759530,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJkXx1YAAtdTER6pddrLhCCwQ,https://serpapi.com/search.json?data_id=0x31752d0060757c91%3A0x40b42b8ac5d97ea&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752d0060757c91%3A0x40b42b8ac5d97ea&engine=google_maps_photos&hl=vi,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerxjSik40tcg8OheJsEezo_avc7U5O91Q8Ij7v1W92EW2mGN-1uslXh5hujd7dr6wH4uSfnJMac8xQapghYK_MzZoTl-OSOqU9XyRltOzrZinuZuuS0E2XMQlpvgoLkrHmGkdRK7ebHJ1uk=w80-h177-k-no,https://serpapi.com/images/url/of2ahHicBcFLcoIwAADQE0UIVQOd6cIFI8XSDFKVsnFoiIkkJDQfsNyxB-ht-t7fL3dutM9BIPnTimnNJPWWGqKVo8qtiB4CNlpALLDBLjvvZmoefXUX69ARFmNOc5vSRV_biaDTBiewjF97NMFLEqWXaNi_A-itrPmG-75DndnO2dpXN5UXLYkfZTsy_nm4FkujPyTAFf4-JfXPUTq8mOaufON9FaZRXZRynJh-EyYb9qI7HhD9ynLoxcsch4BDhIAASv8DhOBJBg,FALSE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96f895d901296b32746,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/0ATm33_4ufV43aatIzspkQ/69bdf96f895d901296b32746.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJrWJJXgAvdTERsgOHTccpxtA,quan 6,20,3,23,Bãi rửa xe ôtô xe máy,N/A,,,,"1102 Đ. Lò Gốm, Phường 2, Quận 6, Hồ Chí Minh, Việt Nam",N/A,N/A,"10,7354699","106,6350805",0,0,N/A,N/A,N/A,N/A,ChIJrWJJXgAvdTERsgOHTccpxtA,/g/11x1b7fbmg,0x31752f005e4962ad:0xd0c629c74d8703b2,15043757541253645234,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJrWJJXgAvdTERsgOHTccpxtA,https://serpapi.com/search.json?data_id=0x31752f005e4962ad%3A0xd0c629c74d8703b2&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752f005e4962ad%3A0xd0c629c74d8703b2&engine=google_maps_photos&hl=vi,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=McyvoHDeRSbr5UQzBWZa4Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=99.892296&pitch=0&thumbfov=100,https://serpapi.com/images/url/czP23XicHc1RCsIgGADg2_iWulExAwmih156WBFBL-HcPxXcFDVtnaZrdZuiC3zf561T8nFDSEwBIGUDxZsn2LjwAivnlAXhTcTSjSRXJOnH2E3C2K0XkzM9P8o5u8MeTucurC7ta3e9iWWLZHeX1sCUeAQRpMaq_MTgeqx8RIU3FGnOajSLwhnDDatrtkbeJKk5Rf9lcJlXlH4BjDM5xA,TRUE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96f895d901296b32746,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/0ATm33_4ufV43aatIzspkQ/69bdf96f895d901296b32746.json,vi,vn,,,,2026-03-21T01:50:47.193Z
ChIJC2TFPmYtdTERcvRZLblds9k,quan 6,20,4,24,Rửa Xe Nguyên An,Bãi rửa xe ô tô,car_wash,car_wash,Bãi rửa xe ô tô,"362 An Dương Vương, Phường 10, Quận 6, Hồ Chí Minh, Việt Nam",+84 963 178 179,N/A,"10,7381117","106,6244101",0,0,N/A,Đang mở cửa · Đóng cửa vào 18:00,Đang mở cửa · Đóng cửa vào 18:00,08:00–18:00,ChIJC2TFPmYtdTERcvRZLblds9k,/g/11tmzr4fnm,0x31752d663ec5640b:0xd9b35db92d59f472,15686984976972772466,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=vi&place_id=ChIJC2TFPmYtdTERcvRZLblds9k,https://serpapi.com/search.json?data_id=0x31752d663ec5640b%3A0xd9b35db92d59f472&engine=google_maps_reviews&hl=vi,https://serpapi.com/search.json?data_id=0x31752d663ec5640b%3A0xd9b35db92d59f472&engine=google_maps_photos&hl=vi,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VJlVaMVZ73XNT7XXF0_SyQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=183.16574&pitch=0&thumbfov=100,https://serpapi.com/images/url/2ty6IHicHc1fCsIgHADg2_iWf1q1FUhvPQQFUYzRy3DOVHAq89dst-la3aboAt_3eRuAmHaEJBiVgsmqHO1LubSIAusQtFMi2oRlGMjECJjn0Hlh3T4KH2zP66Orxam-l0VzvpVNc6Dtdb4g2bXSWeWBJyVGabDOP3EMPdYxocwrigzfLtEsMmdVgdlmXa5QtCANp-i_PMLEGaVfTek5CA,TRUE,,rua xe oto quan 6 ho chi minh,Results for exact spelling,69bdf96f895d901296b32746,https://www.google.com/maps/search/rua+xe+oto+quan+6+ho+chi+minh//?hl=vi&gl=vn,https://serpapi.com/searches/0ATm33_4ufV43aatIzspkQ/69bdf96f895d901296b32746.json,vi,vn,,,,2026-03-21T01:50:47.193Z
